Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,OTTO BECKER,Asociacion Nacional Del CafÃ©,7.42,7.33,7.25,7.42,7.42,7.5,ft,1310.64,1310.64,1310.64
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.83,7,7,7.58,7.58,7.5,ft,NA,NA,NA
Arabica,victoria,Philippines,s3v international importing,1400 masl,"davao city, region 11","COFFEE FOR PEACE,INC.",Specialty Coffee Association,7.08,7.33,7.42,7.33,7.33,7.5,m,1400,1400,1400
Arabica,victoria,Philippines,s3v international importing,1200 masl,corillera administrative,"COFFEE FOR PEACE,INC.",Specialty Coffee Association,7.25,7.25,7.25,7.08,7.58,7.5,m,1200,1200,1200
Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,COOP,AMECAFE,7.58,7.67,7.5,7.67,7.58,7.5,m,1100,1100,1100
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",Asociacion Nacional Del CafÃ©,7.67,7.67,7.33,7.58,7.67,7.5,m,1901,1901,1901
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.42,7.33,7,7.25,7.33,7.5,ft,NA,NA,NA
Arabica,diego manuel woolrich ramirez,Mexico,,1200,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",AMECAFE,7.58,7.33,7.42,7.25,7.5,7.5,m,1200,1200,1200
Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,1200-1500,sumatra brastagi,Surbakti,Specialty Coffee Association,7.58,7.42,7,7.67,7.5,7.5,m,1200,1500,1350
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1.85,tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,7.83,7.5,7.67,7.67,7.83,7.5,m,185,185,185
Arabica,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,Specialty Coffee Association,7.42,7.42,7.08,7.33,7.67,7.5,m,1250,1250,1250
Arabica,kurt kappeli,Mexico,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",various small producers,Specialty Coffee Association,7.58,7.75,7.42,7.5,7.5,7.5,m,1300,1500,1400
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1550 msnm,cundinamarca,,AlmacafÃ©,7.83,7.5,7.42,7.42,7.67,7.5,m,1550,1550,1550
Arabica,sustainable harvest coffee,Peru,sustainable harvest,1400,san ignacio,Frontera,Specialty Coffee Association,7.67,7.17,7.08,7.25,8,7.5,m,1400,1400,1400
Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,1300,cofradia de suchitlan,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",AMECAFE,7.92,7.58,7.58,7.92,7.92,7.5,m,1300,1300,1300
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,650,"dongshan dist., tainan city","???( Lin, Chun-Chi)",Specialty Coffee Association,7.5,7.08,7.33,7.17,7.5,7.5,m,650,650,650
Arabica,max gurdian,Costa Rica,beneficios volcafÃ© costa rica,1200,valle central,Various,Specialty Coffee Association of Costa Rica,7.92,7.67,7.92,7.75,7.67,7.58,m,1200,1200,1200
Arabica,fabian calderon mora,Costa Rica,coopetarrazÃº.r.l,1700,tarrazu,CoopetarrazÃº,Specialty Coffee Association of Costa Rica,7.92,7.83,7.83,7.83,7.58,7.58,m,1700,1700,1700
Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",Specialty Coffee Association,7.67,8,7.75,7.83,7.75,7.58,m,1100,1100,1100
Arabica,max gurdian,Costa Rica,beneficios volcafÃ© costa rica,1300,tarrazu,Beneficio San Diego,Specialty Coffee Association of Costa Rica,7.58,7.83,7.83,8,7.67,7.58,m,1300,1300,1300
Arabica,manuel herrera juarez,Mexico,,1170,veracruz,MANUEL HERRERA JUAREZ,AMECAFE,7.83,7.83,7.75,7.67,7.83,7.58,m,1170,1170,1170
Arabica,afca,Uganda,bukonzo joint cfs,1700m,kasese,,Africa Fine Coffee Association,8.17,7.75,7.58,7.67,7.83,7.58,m,1700,1700,1700
Arabica,selian coffee estate,United Republic of Tanzania,selian coffee estate,1400,arusha,Selian Coffee Estate,Africa Fine Coffee Association,7.92,7.75,7.75,7.75,7.75,7.58,m,1400,1400,1400
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,Instituto HondureÃ±o del CafÃ©,7.42,7.83,7.75,7.92,7.75,7.58,m,1500,1500,1500
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,Asociacion Nacional Del CafÃ©,7.75,7.75,7.5,7.75,7.83,7.58,m,1500,1500,1500
Arabica,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,NUCOFFEE,7.83,7.83,7.58,7.67,7.5,7.58,m,1250,1250,1250
Arabica,doi chaang coffee company,Thailand,,4921ft,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,Specialty Coffee Association,7.75,7.75,7.58,8,7.67,7.58,ft,1499.9208,1499.9208,1499.9208
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,AlmacafÃ©,7.83,7.83,7.58,7.58,7.58,7.58,m,442,442,442
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,Instituto HondureÃ±o del CafÃ©,7.67,7.75,7.67,7.67,7.83,7.58,m,1250,1250,1250
Arabica,ipanema coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.58,7.75,7.58,7.75,7.58,7.58,m,934,934,934
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.5,7.75,7.58,7.83,7.67,7.58,m,800,800,800
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.58,7.67,7.58,7.58,7.67,7.58,m,890,890,890
Arabica,juan luis alvarado romero,Guatemala,exportcafe,3702,huehuetenango,JUAN RAMIREZ MORALES,Asociacion Nacional Del CafÃ©,7.75,7.75,7.5,7.83,7.58,7.58,ft,1128.3696,1128.3696,1128.3696
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.75,7.75,7.58,7.58,7.67,7.58,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.67,7.75,7.58,7.67,7.75,7.58,m,1600,1950,1775
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,1000 m,"taichung, xinshe",Gu zhi min ???,Blossom Valley International,7.75,7.75,7.75,7.75,7.5,7.58,m,1000,1000,1000
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,AlmacafÃ©,7.67,7.67,7.58,7.67,7.75,7.58,m,1600,1950,1775
Arabica,alfredo bojalil,Mexico,ecomtrading,1000,xalapa,JULIAN ALBERTO URRUTIA MOYA,AMECAFE,7.83,7.67,7.58,7.58,7.67,7.58,m,1000,1000,1000
Arabica,nucoffee,Brazil,nucoffee,1100m,south of minas,Alvaro Resende Aguiar,NUCOFFEE,7.83,7.75,7.5,7.75,7.5,7.58,m,1100,1100,1100
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del CafÃ©,7.67,7.75,7.5,7.83,7.58,7.58,ft,1219.2,1219.2,1219.2
Arabica,damari absalome,United Republic of Tanzania,tawoca,1400m,nkure- meru,Mr & Mrs Damari Absalome,Africa Fine Coffee Association,7.75,7.67,7.58,7.67,7.67,7.58,m,1400,1400,1400
Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,1500,bener meriah,Yusrin,Specialty Coffee Association,7.25,7.67,7.58,7.92,7.83,7.58,m,1500,1500,1500
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1850 msnm,huila,,AlmacafÃ©,8,7.58,7.25,7.58,7.92,7.58,m,1850,1850,1850
Arabica,specialty coffee association of indonesia,Indonesia,,1600,bondowoso,PT. PERKEBUNAN NUSANTARA XII,Specialty Coffee Association of Indonesia,7.83,7.58,7.58,7.58,7.75,7.58,m,1600,1600,1600
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,AlmacafÃ©,7.67,7.67,7.5,7.67,7.67,7.58,m,442,442,442
Arabica,bugisu cooperative union,Uganda,bugisu cooperative union,1800,eastern,Bulago & Buginyanya,Uganda Coffee Development Authority,7.58,7.75,7.33,7.75,7.67,7.58,m,1800,1800,1800
Arabica,ngila estate ltd,United Republic of Tanzania,ngila estate ltd,1600,karatu northern,Ngila Estate Ltd,Africa Fine Coffee Association,7.75,7.67,7.58,7.67,7.58,7.58,m,1600,1600,1600
Arabica,kona pacific farmers cooperative,United States of America,,,kona,Kona Pacific Farmers Co-Op,Specialty Coffee Association,7.5,7.92,7.42,7.67,7.83,7.58,ft,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1650,huila,various,AlmacafÃ©,7.75,7.5,7.75,7.58,7.58,7.58,m,1650,1650,1650
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.83,7.58,7.58,7.58,7.5,7.58,m,NA,NA,NA
Arabica,andreas kussmaul,Mexico,exportadora cafÃ© california,1200,chiapas,ECC,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,7.75,7.75,7.5,7.67,7.5,7.58,m,1200,1200,1200
Arabica,afca,United Republic of Tanzania,mondul coffee estate,1700,arusha,Mondul Coffee Estate,Africa Fine Coffee Association,7.75,7.58,7.67,7.58,7.58,7.58,m,1700,1700,1700
Arabica,j.andrade,Mexico,"cafÃ© andrade, s.a. de c.v.",1100,veracruz,JOSÃ‰ LUIS ANDRADE SANDARA,AMECAFE,7.67,7.67,7.58,7.67,7.5,7.58,m,1100,1100,1100
Arabica,dane loraas,Peru,sustainable harvest,,nan,,Specialty Coffee Association,7.83,7.75,7.58,7.83,7.92,7.58,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,condor,AlmacafÃ©,7.5,7.67,7.67,7.58,7.67,7.58,m,1750,1750,1750
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,8.08,7.83,7.83,7.75,7.67,7.58,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,Asociacion Nacional Del CafÃ©,7.5,7.58,7.42,7.83,7.67,7.58,m,2100,2100,2100
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,productos y servicios chilindron s.a. de c.v.,1261,cuarenteÃ±o,Rafael Arroyo Zoto,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,7.83,7.75,7.5,7.58,7.58,7.58,m,1261,1261,1261
Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VRIOS PRODUCTORES,AMECAFE,7.58,7.75,7.5,7.5,7.58,7.58,m,1300,1300,1300
Arabica,ernesto rodriguez luna,Mexico,finca teocelo,,veracruz,ERNESTO RODRIGUEZ LUNA,AMECAFE,7.75,7.58,7.58,7.58,7.5,7.58,m,NA,NA,NA
Arabica,nucoffee,Brazil,nucoffee,1200m,grama valley,Eliane de Andrade Cyrino Noqueira,NUCOFFEE,7.75,7.67,7.5,7.58,7.58,7.58,m,1200,1200,1200
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,175,huila,,AlmacafÃ©,7.67,7.58,7.58,7.42,7.83,7.58,m,175,175,175
Arabica,exportadora de cafe condor s.a,Colombia,,1600-1800msnm,huila,,AlmacafÃ©,7.92,7.75,7.25,7.42,7.83,7.58,m,1600,1800,1700
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.67,7.42,7.5,7.58,7.67,7.58,m,890,890,890
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,Asociacion Nacional Del CafÃ©,7.58,7.58,7.33,7.67,7.75,7.58,m,1901,1901,1901
Arabica,taylor winch (t) ltd,United Republic of Tanzania,volcafe/taylorwinch tanzania ltd,16.8,moshi,Mamsera,Tanzanian Coffee Board,7.67,7.58,7.42,7.67,7.67,7.58,m,168,168,168
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1600,dehong prefecture,Yunnan Success Trade Co.Ltd,Yunnan Coffee Exchange,7.67,7.67,7.5,7.67,7.42,7.58,m,1600,1600,1600
Arabica,tutunze kahawa ltd,United Republic of Tanzania,tutunze kahawa ltd,1653,mbinga,Tutunze Kahawa Ltd,Africa Fine Coffee Association,7.58,7.67,7.67,7.58,7.42,7.58,m,1653,1653,1653
Arabica,kabum trading company,Uganda,kabum trading company,1800,eastern,Kabum Trading Company,Uganda Coffee Development Authority,8,7.67,7.5,7.42,7.33,7.58,m,1800,1800,1800
Arabica,cafe politico,Colombia,green mountain coffee,,nan,unkown,Specialty Coffee Association,7.58,7.75,7.5,7.58,7.58,7.58,m,NA,NA,NA
Arabica,balam hinyula,United Republic of Tanzania,taylor winch (t) ltd,1800,kilimanjaro,,Tanzanian Coffee Board,7.58,7.5,7.58,7.75,7.58,7.58,m,1800,1800,1800
Arabica,saul m. hernandez ramirez,Mexico,,532,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,AMECAFE,7.75,7.67,7.58,7.5,7.42,7.58,m,532,532,532
Arabica,saul m. hernandez ramirez,Mexico,,1089,san bartolo tutotepec,"TREJO VELASCO, ROMAN",AMECAFE,7.58,7.75,7.42,7.67,7.5,7.58,m,1089,1089,1089
Arabica,fernando mendoza aparicio,Mexico,,700,san isidro,FERNANDO MENDOZA APARICIO,AMECAFE,7.75,7.5,7.42,7.75,7.58,7.58,m,700,700,700
Arabica,nucoffee,Brazil,nucoffee,1000m,south of minas,Giovane Senna Bonacorssi,NUCOFFEE,7.75,7.67,7.58,7.5,7.58,7.58,m,1000,1000,1000
Arabica,nucoffee,Brazil,,900m,south of minas,Mario Dornelles Alvarenga,NUCOFFEE,7.58,7.75,7.67,7.5,7.67,7.58,m,900,900,900
Arabica,the coffee source inc.,El Salvador,,1200 mts,santa ana,Several,Specialty Coffee Association,7.42,7.83,8.17,8.08,7.17,7.58,m,1200,1200,1200
Arabica,carcafe ltda ci,Colombia,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,AlmacafÃ©,7.58,7.67,7.33,7.67,7.75,7.58,m,1799,1799,1799
Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.58,7.58,7.58,7.5,7.67,7.58,m,905,905,905
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.33,7.58,7.58,7.92,7.67,7.58,ft,NA,NA,NA
Arabica,specialty coffee association of indonesia,Indonesia,,1300-1400m,dolok sanggul,PT. MENACOM,Specialty Coffee Association of Indonesia,7.67,7.58,7.5,7.58,7.67,7.58,m,1300,1400,1350
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,AlmacafÃ©,7.67,7.67,7.33,7.67,7.5,7.58,m,442,442,442
Arabica,carcafe ltda ci,Colombia,carcafe ltda,1000 msnm,pitalito,COFFEE COMPANY / CAFECOL,AlmacafÃ©,7.33,7.67,7.75,7.42,7.75,7.58,m,1000,1000,1000
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,AlmacafÃ©,7.5,7.5,7.42,7.58,7.75,7.58,m,1600,1950,1775
Arabica,rosa aurora falcon fernandez,Mexico,,750,coatepec,GONZALO RIVERO PUERTO,AMECAFE,7.67,7.58,7.42,7.5,7.67,7.58,m,750,750,750
Arabica,alfredo bojalil,Mexico,ecomtrading,1200,coatepec,FRANCO COLORADO DOMINGUEZ,AMECAFE,7.5,7.67,7.5,7.5,7.58,7.58,m,1200,1200,1200
Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,varios,AlmacafÃ©,7.5,7.58,7.67,7.67,7.58,7.58,m,1800,1800,1800
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1500,guayata,,AlmacafÃ©,7.58,7.67,7.5,7.33,7.67,7.58,m,1500,1500,1500
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,350,"dongshan dist., tainan city",Wang Chao Yung ???,Specialty Coffee Association,7.17,7.83,7.25,7.67,7.67,7.58,m,350,350,350
Arabica,CQI Taiwan ICP CQI,Ethiopia,belayneh kindie,2000,"blida,kercha,guji,oromia",-,Blossom Valley International,7.58,7.58,7.5,7.5,7.58,7.58,m,2000,2000,2000
Arabica,rob tuttle,Guatemala,thrive farmers,,nan,,Specialty Coffee Association,7.58,7.58,7.25,7.58,7.58,7.58,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1800 - 2000,huila,,AlmacafÃ©,7.58,7.5,7.75,7.33,7.58,7.58,m,1800,2000,1900
Arabica,olam agro colombia,Colombia,olam international ltd,1450,antioquia,,AlmacafÃ©,7.83,7.67,7.42,7.42,7.5,7.58,m,1450,1450,1450
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,Asociacion Nacional Del CafÃ©,7.5,7.58,7.33,7.67,7.58,7.58,m,1700,1700,1700
Arabica,"coffeebythebag.com , inc",Colombia,"coffeebythebag.com , inc.",1800 mts,santander,Mrs. Galeano,AlmacafÃ©,7.5,7.42,7.58,7.5,7.58,7.58,m,1800,1800,1800
Arabica,alfredo bojalil,Mexico,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,AMECAFE,7.58,7.58,7.5,7.42,7.67,7.58,m,1380,1380,1380
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,Asociacion Nacional Del CafÃ©,7.5,7.67,7.17,7.67,7.67,7.58,m,1700,1700,1700
Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.5,7.5,7.58,7.5,7.58,7.58,m,905,905,905
Arabica,sergio de la vequia bernardi,Mexico,,1200,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,AMECAFE,7.58,7.58,7.33,7.75,7.25,7.58,m,1200,1200,1200
Arabica,ECOM CCA S.A.,Colombia,ecom cca s.a.,1400 thru 1850,south huila,Supply Chain ECOM CCA S.A.,AlmacafÃ©,7.5,7.58,7.42,7.67,7.5,7.58,m,1400,1850,1625
Arabica,nitin coffee estate,United Republic of Tanzania,nitin coffee estate,1700,karatu arusha,Nitin Coffee Estate,Africa Fine Coffee Association,7.5,7.5,7.5,7.5,7.5,7.58,m,1700,1700,1700
Arabica,taylor winch (t) ltd,United Republic of Tanzania,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,Africa Fine Coffee Association,7.58,7.5,7.5,7.58,7.33,7.58,m,1550,1550,1550
Arabica,adam kline,El Salvador,atlantic specialty coffee,,nan,,Specialty Coffee Association,7.92,8,7.5,6.75,7.92,7.58,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.83,7.67,7.5,7.67,7.5,7.58,ft,NA,NA,NA
Arabica,young kim,Mexico,,1400 masl,mexico,Finca Kassandra,Specialty Coffee Association,7.75,7.58,7.25,7.75,7.67,7.58,m,1400,1400,1400
Arabica,brent hall,Guatemala,s&d coffee and tea,,nan,,Specialty Coffee Association,7.5,7.58,7.42,7.58,7.42,7.58,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,varios,AlmacafÃ©,7.75,7.5,7.75,7.25,7.33,7.58,m,1750,1750,1750
Arabica,amkeni gourmet coffee group,United Republic of Tanzania,amkeni gourmet coffee group,,moshi,Amkeni Gourmet Coffee Group,Africa Fine Coffee Association,7.75,7,7.42,7.58,7.58,7.58,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.5,7.5,7.42,7.42,7.58,7.58,m,1750,1750,1750
Arabica,adam kline,Guatemala,,1600,huehuetenango,,Specialty Coffee Association,7.75,7.58,7.67,7.67,7.58,7.58,m,1600,1600,1600
Arabica,dane loraas,Peru,sustainable harvest,huanuco,peru,,Specialty Coffee Association,7.58,7.58,7.58,7.75,7.5,7.58,m,NA,NA,NA
Arabica,nestor mendez gomez,Mexico,cesmach s.c.,1560,chiapas,EMPERATRIZ GARCIA MUÃ‘OZ,AMECAFE,7.5,7.42,7.42,7.67,7.42,7.58,m,1560,1560,1560
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750,huila,,AlmacafÃ©,7.33,7.58,7.17,7.58,7.42,7.58,m,1750,1750,1750
Arabica,gabriel barbara,Brazil,volcafe ltda.,,cerrado,,Brazil Specialty Coffee Association,7.42,7.42,7.42,7.5,7.5,7.58,m,NA,NA,NA
Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,1550,tarrazu,Johanna,Specialty Coffee Association of Costa Rica,7.75,7.33,7.5,7.5,7.33,7.58,m,1550,1550,1550
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,chapadÃ£o de ferro (cerrado mineiro),,Brazil Specialty Coffee Association,7.42,7.5,7.5,7.42,7.5,7.58,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.5,7.42,7.58,7.5,7.5,7.58,ft,1310.64,1310.64,1310.64
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.5,7.42,7.5,7.5,7.5,7.58,m,1750,1750,1750
Arabica,michael gavina,Costa Rica,"f. gaviÃ±a & sons, inc.",,central valley,,Specialty Coffee Association,7.92,7.58,7.25,7.75,7.92,7.58,m,NA,NA,NA
Arabica,saul m. hernandez ramirez,Mexico,,441,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",AMECAFE,7.58,7.67,7.58,7.33,7,7.58,m,441,441,441
Arabica,nucoffee,Brazil,nucoffee,,nan,Carmem Lucia Chaves de Brito,NUCOFFEE,7.67,7.58,7.42,7,7.5,7.58,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",800 m,"dongshan dist., tainan city",Jufeng-Tseng ???,Specialty Coffee Association,7.67,7.5,7.5,7.17,7.17,7.58,m,800,800,800
Arabica,raÃºl vargas,Colombia,skn caribecafe ltda,,huila,,AlmacafÃ©,7.75,7.58,7.42,7.67,7.83,7.58,m,NA,NA,NA
Arabica,balam hinyula,United Republic of Tanzania,volcafe/taylorwinch tanzania ltd,1500,kilimanjaro,AMPCG,Tanzanian Coffee Board,7.42,7.33,7.42,7.42,7.5,7.58,m,1500,1500,1500
Arabica,carcafe ltda ci,Colombia,,1600 msnm,cauca,Carlos Pechene / JesÃºs Pechene / Flor ChacÃ³n,AlmacafÃ©,7.67,7.42,7.67,7.33,7.25,7.58,m,1600,1600,1600
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1800 - 2000,huila,,AlmacafÃ©,7.33,7.33,7.58,7.5,7.5,7.58,m,1800,2000,1900
Arabica,mcomafa co ltd,United Republic of Tanzania,mcomafa co. ltd,1877,mbeya,Mcomafa,Africa Fine Coffee Association,7.33,7.33,7.33,7.42,7.5,7.58,m,1877,1877,1877
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1.600 a 1950 msnm,huila,LA PLATA,AlmacafÃ©,7.5,7.5,7,7.42,7.5,7.58,m,1600,1950,1775
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.25,7.75,6.92,7.42,7.5,7.58,m,1,1,1
Arabica,virginia gordillo gordillo,Mexico,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1650,tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,AMECAFE,7.25,7.67,7.58,7.67,7.67,7.58,m,1650,1650,1650
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,Specialty Coffee Association of Costa Rica,7.58,7.42,7.5,7.17,7.08,7.58,m,13,13,13
Arabica,maria de la paz aguilar guillen,Mexico,,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,AMECAFE,7.5,7.5,7.25,7.5,7.42,7.58,m,1100,1100,1100
Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,7.33,7.08,7.33,7.25,7.33,7.58,m,1200,1400,1300
Arabica,gregorio sebba,Brazil,garca armazens,695,alta paulista (sao paulo),JosÃ© Olavo Boechat,Specialty Coffee Association,7.58,7.42,7.5,7.25,7.75,7.58,m,695,695,695
Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,1500 mts,naranjo,Several,Specialty Coffee Association of Costa Rica,7.42,7.25,7.17,7.25,7.25,7.58,m,1500,1500,1500
Arabica,Consejo Salvadoreño Del Café,El Salvador,soc. coop. cuzcachapa de r.l.,1450,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",Salvadoran Coffee Council,7.42,7.08,7.08,7.33,7.25,7.58,m,1450,1450,1450
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,DIOGO TUDELA NETO,Brazil Specialty Coffee Association,7.17,7.25,7.08,7.17,7.25,7.58,m,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,7.08,7.67,7.67,7.42,7.58,ft,NA,NA,NA
Arabica,honor dela fuente,Colombia,costco wholesale industries,,nan,,Specialty Coffee Association,7.42,8,7.83,7.75,8.08,7.58,m,NA,NA,NA
Arabica,ethiopia commodity exchange,Ethiopia,,,limu,Contact name | ATO Teshome Belamo,Ethiopia Commodity Exchange,7.42,7.42,7.5,7.92,7.75,7.58,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.5,7.42,7.58,7.42,7.5,7.58,ft,NA,NA,NA
